seq	pos	scatterplot	lineplot	barplot
NC_002737.2	1587	0.3660340545116429	0.07497800680157297	0.4580616913301372
NC_002737.2	2878	0.2074886291412672	0.4874191108817133	0.08447173729215385
NC_002737.2	3150	0.16106843077677097	0.14279966548645817	-0.04856179617650608
NC_002737.2	4595	0.6085955332093262	0.14494398798863525	-0.582438303517134
NC_002737.2	5234	0.4074638187659325	-1.2827257863909978	0.0687195966136431
NC_002737.2	8740	0.23647158839444737	0.07593919313695169	-0.42995098006645954
NC_002737.2	9174	0.7109320531734294	-0.0736352960479594	0.6184355389637876
NC_002737.2	9532	0.3899561297488131	0.7344809653238713	0.5196747931128677
NC_002737.2	9654	0.42754336003129434	0.030554036816178822	0.3566444259447002
NC_002737.2	10953	0.38448222642998214	0.32597122219124075	0.5821616230552493
NC_002737.2	12236	0.41615788486342165	-0.5088798230436109	-0.17226543400449512
NC_002737.2	12783	0.7891750628774925	-0.9298226490739473	0.022786451718123005
NC_002737.2	14784	0.699122343923559	-0.42717138479785555	0.43382391050023383
NC_002737.2	16500	0.9526621097613965	-0.31849280222208837	-0.49464232458635865
NC_002737.2	18613	0.516915568702484	-0.29504706466088026	0.17250439070181348
NC_002737.2	18737	0.2534258189094597	0.44296994319556515	0.3477361647731442
NC_002737.2	21938	0.25171927409970696	0.36069222721054456	-0.29177994782285843
NC_002737.2	22139	0.32876411415006146	-0.3414861251172222	-1.0742496723809825
NC_002737.2	22229	0.9462386102442979	0.7605937581707434	-0.9686639570613128
NC_002737.2	22319	0.5156378244112353	0.14620517170331854	-0.4245289301350947
NC_002737.2	22423	0.21502046956219262	-0.5578816907654448	0.2202040141441347
NC_002737.2	22510	0.8243627663120615	0.5053092219810578	0.014532871798326755
NC_002737.2	22593	0.7992797667911045	-0.3147897479105859	-0.05534535049860315
NC_002737.2	22677	0.583973882502816	0.4615770053703209	0.30135647860429415
NC_002737.2	22770	0.6277357555456688	0.07643178713230556	-0.13750166177520556
NC_002737.2	22860	0.3067112536415535	-0.10691444019989563	-0.3520651985832735
NC_002737.2	22940	0.6033607998142516	0.1894328033969709	-0.3875297881215344
NC_002737.2	24614	0.4258809880856811	0.5809196315540573	0.07499975498496225
NC_002737.2	24738	0.25489780877048973	0.1834383938208727	0.43829992069725326
NC_002737.2	27939	0.5216348036005746	0.6218718006519456	0.1710538010924742
NC_002737.2	28140	0.23674949992252542	-0.27940541506643557	0.009059224342549778
NC_002737.2	28230	0.9380773540374794	0.17879312610611006	-0.37245547861496003
NC_002737.2	28306	0.3048429871808054	-0.684782075576491	0.1961841501761241
NC_002737.2	28414	0.3526478947261943	-0.5291099504198147	-0.34072226531002187
NC_002737.2	28508	0.9088820912873279	-0.33188326765976517	-0.37884321399756304
NC_002737.2	28607	0.2746659452807957	0.7525662497129755	-0.45358443753226335
NC_002737.2	28690	0.8447753452712395	0.35335386708316346	-0.4923252395330861
NC_002737.2	28783	0.41254762379570936	-0.16739591010295146	-0.743199448964309
NC_002737.2	28866	1.1819794170325637	-0.15721156475764517	0.024946452775162557
NC_002737.2	28974	0.5280307017472623	-0.585955220583222	0.24651732534165627
NC_002737.2	29071	0.18613074567091642	-0.7785697658095487	-0.2163811165172411
NC_002737.2	31741	0.4505298180904673	1.2569382315733408	-0.02746697177901133
NC_002737.2	32956	0.29327945579903736	0.613688232351183	-0.34864092927915574
NC_002737.2	33897	0.5670685631216734	0.04387034182372247	-0.4225704545966006
NC_002737.2	35007	0.7714403751770971	-0.03917190447282638	-0.014617318177696187
NC_002737.2	35242	0.7166975475516025	-0.29234766974719323	0.007646777948798244
NC_002737.2	36097	0.5109931249893405	0.8109894537047754	-0.2540151768220975
NC_002737.2	39946	0.6194090081648744	-0.5754448552064674	0.43823735725960283
NC_002737.2	41561	0.8825001291712279	0.39822687367257625	-0.19177967153007772
NC_002737.2	42611	0.11583049102579207	0.16513757575554533	-0.5032504640496676
NC_002737.2	43333	0.2055177412415558	-0.26889628184302006	0.33112505438223994
NC_002737.2	45064	0.8035313398082405	0.3130313770090532	-0.4593085864206662
NC_002737.2	46246	0.3573916950795241	-0.3876240155860959	-0.31713023186075784
NC_002737.2	47764	0.21422569315897522	-0.4971356396983354	0.9132597804370269
NC_002737.2	48533	0.8530412270718242	-0.4444956578888691	-0.20256708703727677
NC_002737.2	49593	0.3522446141085191	-0.18157610904918012	0.14298802733064023
NC_002737.2	51263	0.5565766963303076	-0.3887448035880819	-0.1260229238504248
NC_002737.2	52573	0.6151329523865299	-0.3888341238139517	0.4099202338833137
NC_002737.2	53616	0.40010898227514347	-0.8942644474416991	-0.6050777018098252
NC_002737.2	54840	0.5516761837043349	0.15946472649457222	0.08739191942714214
NC_002737.2	55415	0.5908811328208439	0.0140415642002032	-0.7499554743630096
NC_002737.2	55839	0.5508969834588086	-0.29471531992030015	0.7181843615444198
NC_002737.2	57611	0.5034253669674651	1.3288146615197236	-0.5144074547313912
NC_002737.2	60562	0.616943021241912	0.22600001745209122	-0.46552376473354173
NC_002737.2	61830	0.6482550364147472	0.1446015668368715	-0.795848422916798
NC_002737.2	63510	0.8570763241946429	-0.06224943416909483	-0.41467331460928397
NC_002737.2	64019	0.6068522849912299	0.21097791919832495	0.42252877788458043
NC_002737.2	64893	1.259093476730398	-0.3911723828833387	-0.3262010729900751
NC_002737.2	65540	1.0617516766878738	-0.07693693386366181	0.48446405738481135
NC_002737.2	65836	-0.18455313051218625	0.42949199531946675	0.5368567417859216
NC_002737.2	66687	0.6812975035448533	-0.8369544280501873	-0.28732078565332175
NC_002737.2	67104	0.9948455658442079	1.1530283754026813	-0.1287072595433398
NC_002737.2	67464	0.48472921137092695	0.7247842973099895	0.43006453206957324
NC_002737.2	68130	0.19144955669345076	0.3087793423659664	-0.6216033479763703
NC_002737.2	68547	0.2900637528363127	0.921793426408009	0.08513785478715935
NC_002737.2	68763	0.5095799032598946	0.23907780989200939	-0.28746390814526845
NC_002737.2	69049	0.7407142262351523	-0.9419306456640844	0.4206703351779556
NC_002737.2	69442	0.10055826494170544	-0.002593450245909982	-0.9118758474006327
NC_002737.2	69826	0.5294649036312651	1.5881902435068451	0.6634769340080197
NC_002737.2	70392	0.0895196713160154	-0.16939864106575162	0.4768058788121382
NC_002737.2	70593	0.23622760724773495	-0.16095882663536795	1.5663189945337175
NC_002737.2	71142	0.30624625026285557	0.292579699320411	1.0582278724895926
NC_002737.2	71881	0.4415568979841928	-0.4998783224790361	0.4619346296612602
NC_002737.2	72342	0.3168709213667976	0.1635064749048862	0.5571354180420889
NC_002737.2	72855	0.2953115290946027	0.23892715278817858	-0.16073689517631967
NC_002737.2	73052	0.4691841244568742	0.1837733913425687	1.012994812782329
NC_002737.2	73706	0.4260819877244215	-0.23133860391319933	0.24391908978006754
NC_002737.2	75027	0.8016574936248606	0.16129679283729884	-0.29841440185592427
NC_002737.2	75815	0.5025261507672756	0.0037272156513835837	-0.14050315018216658
NC_002737.2	76151	0.3689674042110743	-0.698762847656438	0.20307923058748595
NC_002737.2	76293	0.7340996748345866	0.547771414616797	-1.1364603420983157
NC_002737.2	76676	0.7785673944884186	-0.5872824821392733	-0.33575971764513146
NC_002737.2	77077	0.6537334236238315	0.3031983713495933	0.0036773983084720714
NC_002737.2	78061	-0.2386989249539061	-0.6865652431813748	0.6174797728589271
NC_002737.2	78462	0.2550395586346926	0.5433130655297717	-1.134331980164724
NC_002737.2	80832	0.7316986519088693	-0.0631687532153162	0.01872436356160977
NC_002737.2	80956	0.4462034807414432	0.6099152952559055	-0.13816756902655095
NC_002737.2	84158	0.8559265507716514	0.36181536544017295	0.03290039693283833
NC_002737.2	84359	0.32008336749704003	-0.1691819483878001	0.0758829606381262
NC_002737.2	84449	-0.16505542842468013	0.7421871105871597	0.21772780229551814
NC_002737.2	84525	0.25782118879841004	-0.5208746785301616	-0.19934651871264833
NC_002737.2	84633	0.014476279685911753	-0.9369399600834768	-0.5040528296800838
NC_002737.2	84727	0.694894156213474	-0.3027145675666808	-0.7316238175217057
NC_002737.2	84827	0.544274461870311	0.755556995927638	0.5339380454496853
NC_002737.2	84910	0.27160084255753214	-0.24632135847551276	0.33511494225630545
NC_002737.2	85003	0.33490881197079625	-0.0967893730550035	0.04675998199329342
NC_002737.2	85103	1.02271985249496	-0.3070379866138595	0.5577071995077111
NC_002737.2	85180	-0.15748391623242453	0.3003687664795602	-0.02893439890505743
NC_002737.2	85264	0.29209296753547287	-0.3050335821946305	0.30506105465953676
NC_002737.2	85344	0.9728288568836236	-0.6202392529997185	-0.10921670981580905
NC_002737.2	85447	0.30517474761259034	0.33527503797410796	-0.06678763653689367
NC_002737.2	87144	-0.05419640595811914	-0.22959696508368613	0.1583241278983888
NC_002737.2	87656	0.3152627002891965	-0.037440244082304786	-0.4045318557197517
NC_002737.2	88379	0.5590649546231428	-0.5664308273118095	1.3695242830767196
NC_002737.2	89187	0.6967606880017172	0.1627848653214031	0.09523304470610813
NC_002737.2	89610	0.3791958381606688	0.47817389723367243	0.20984250583645353
NC_002737.2	90917	0.6520918357722544	-0.35576020849751505	0.31039871031870414
NC_002737.2	93321	0.3947570254151086	0.2445178431174812	0.7934461967380527
